epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,59.8978,0.78498,0.89462,0.62046,0.93126,0.99677,1,0.995,0.78556,0.99677,1,0.995,0.7747,0.85649,1.07168,0.56862,0.94566,0.00016,0.00016,0.00016
